OID_,Join_Count,STATE,COUNTY,MONTH,DAY,HOUR,MINUTE,PERSONS,PEDS,HARM_EV,TRAF_FLO,NO_LANES,HIT_RUN,WEATHER,FATALS,DAY_WEEK,DRUNK_DR,YEAR,TWAY_ID,latitude,longitude,metro
909,1,6,65,1,23,1,16,2,1,Pedestrian,1,2,0,1,1,2,0,2006,LYON AVE,33.74119722,-116.9891028,Riverside-San Bernardino-Ontario MSA
916,1,6,71,2,8,19,12,2,1,Pedestrian,2,2,0,1,1,4,1,2006,SR-18,34.50055,-117.1805306,Riverside-San Bernardino-Ontario MSA
921,1,6,65,2,7,20,58,3,1,Pedestrian,1,2,0,1,1,3,0,2006,INDIAN AVE,33.90210833,-116.5453889,Riverside-San Bernardino-Ontario MSA
922,1,6,71,2,10,1,12,2,1,Pedestrian,2,2,0,1,1,6,0,2006,MISSION BLVD,34.05,-117.6109278,Riverside-San Bernardino-Ontario MSA
927,1,6,71,2,11,0,16,2,1,Pedestrian,5,6,0,1,1,7,1,2006,SR-62,34.13500833,-116.3138306,Riverside-San Bernardino-Ontario MSA
939,1,6,71,1,11,18,40,2,1,Bicyclist,1,4,0,1,1,4,0,2006,SR-66,34.10644722,-117.5668861,Riverside-San Bernardino-Ontario MSA
946,1,6,71,2,17,21,36,2,1,Pedestrian,1,2,2,1,1,6,1,2006,BASELINE AVE,34.12135278,-117.4319083,Riverside-San Bernardino-Ontario MSA
997,1,6,71,3,16,20,43,2,1,Bicyclist,2,3,0,1,1,5,1,2006,MONTE VISTA AVE,34.099625,-117.6983861,Riverside-San Bernardino-Ontario MSA
1002,1,6,65,2,23,17,36,2,1,Pedestrian,1,4,2,1,1,5,1,2006,SR-111,33.85496667,-116.5542444,Riverside-San Bernardino-Ontario MSA
1032,1,6,65,3,22,8,1,2,1,Bicyclist,2,2,0,1,1,4,0,2006,RIVER RD,33.90530278,-117.5798278,Riverside-San Bernardino-Ontario MSA
1035,1,6,71,2,18,22,45,2,1,Pedestrian,1,2,2,1,1,7,1,2006,AVIATION DR,34.12743611,-116.4121861,Riverside-San Bernardino-Ontario MSA
1040,1,6,65,4,2,23,0,2,1,Pedestrian,1,2,0,1,1,1,0,2006,MORENO BEACH DR,33.94025833,-117.1785028,Riverside-San Bernardino-Ontario MSA
1042,1,6,71,3,2,18,19,2,1,Pedestrian,1,4,0,1,1,5,1,2006,GROVE AVE,34.08373056,-117.6285889,Riverside-San Bernardino-Ontario MSA
1054,1,6,71,3,22,6,28,2,1,Pedestrian,5,4,0,1,1,4,0,2006,SR-62,34.12099167,-116.4223417,Riverside-San Bernardino-Ontario MSA
1069,1,6,71,5,6,19,17,2,1,Bicyclist,1,2,0,1,1,7,0,2006,CYPRESS AVE,34.44617222,-117.3253611,Riverside-San Bernardino-Ontario MSA
1072,1,6,65,5,13,15,19,2,1,Pedestrian,1,4,0,1,1,7,0,2006,SR-60 RAMP,33.99638611,-117.3647611,Riverside-San Bernardino-Ontario MSA
1075,1,6,65,4,6,2,55,2,1,Pedestrian,3,4,0,1,1,5,1,2006,I-15,33.49996389,-117.1510972,Riverside-San Bernardino-Ontario MSA
1090,1,6,71,4,21,23,55,2,1,Pedestrian,3,4,2,1,1,6,1,2006,I-10,34.06861111,-117.3472167,Riverside-San Bernardino-Ontario MSA
1096,1,6,65,4,28,21,50,3,1,Bicyclist,2,3,0,1,1,6,1,2006,SR-111,33.72141944,-116.3650083,Riverside-San Bernardino-Ontario MSA
1100,1,6,65,5,17,0,35,2,1,Pedestrian,2,2,2,1,1,4,1,2006,RAMONA EXPY,33.84470278,-117.2096111,Riverside-San Bernardino-Ontario MSA
1102,1,6,71,5,18,0,14,2,1,Pedestrian,2,3,2,1,1,5,1,2006,EUCLID AVE,34.02657222,-117.6506083,Riverside-San Bernardino-Ontario MSA
1109,1,6,71,5,11,7,40,2,1,Pedestrian,5,4,0,1,1,5,0,2006,ARROW HWY,34.0926,-117.7048083,Riverside-San Bernardino-Ontario MSA
1115,1,6,71,5,15,18,46,2,1,Pedestrian,2,2,0,1,1,2,2,2006,SR-83,34.04518889,-117.6507583,Riverside-San Bernardino-Ontario MSA
1134,1,6,65,5,28,22,25,3,1,Pedestrian,1,6,0,1,1,1,0,2006,ALESSANDRO BLVD,33.91733611,-117.2279472,Riverside-San Bernardino-Ontario MSA
1139,1,6,71,6,4,20,59,2,1,Pedestrian,1,4,0,1,1,1,0,2006,BALSAM RD,34.46925278,-117.3299361,Riverside-San Bernardino-Ontario MSA
1166,1,6,65,6,17,19,23,3,1,Bicyclist,1,2,0,1,1,7,0,2006,MYRTLE ST,33.90694167,-117.5937472,Riverside-San Bernardino-Ontario MSA
1172,1,6,65,6,24,20,42,3,1,Bicyclist,2,2,0,1,1,7,1,2006,VAN BUREN BLVD,33.88703056,-117.3458028,Riverside-San Bernardino-Ontario MSA
1177,1,6,65,6,25,99,99,2,1,Pedestrian,1,2,0,1,1,1,1,2006,EAST PALM CANYON DR,33.77934722,-116.4628611,Riverside-San Bernardino-Ontario MSA
1178,1,6,65,6,9,1,33,2,1,Pedestrian,3,4,0,1,1,6,1,2006,I-15,33.490425,-117.14405,Riverside-San Bernardino-Ontario MSA
1182,1,6,71,7,20,19,6,2,1,Pedestrian,3,4,0,1,1,5,1,2006,I-10,34.0674,-117.4368528,Riverside-San Bernardino-Ontario MSA
1203,1,6,71,8,6,20,37,2,1,Pedestrian,3,2,1,1,1,1,0,2006,SR-210,34.13496667,-117.5934333,Riverside-San Bernardino-Ontario MSA
1225,1,6,71,7,21,20,25,3,1,Pedestrian,1,2,0,1,1,6,1,2006,SR-18,34.52787778,-117.2231,Riverside-San Bernardino-Ontario MSA
1234,1,6,65,8,4,20,8,3,2,Pedestrian,2,2,0,1,2,6,0,2006,ARLINGTON AVE,33.94615,-117.4143528,Riverside-San Bernardino-Ontario MSA
1237,1,6,71,8,5,3,53,2,1,Pedestrian,3,3,0,1,1,7,1,2006,I-215,34.06816944,-117.2959306,Riverside-San Bernardino-Ontario MSA
1244,1,6,71,1,9,20,8,2,1,Bicyclist,1,2,0,1,1,2,1,2006,IRWIN RD,34.91369444,-117.0238583,Riverside-San Bernardino-Ontario MSA
1252,1,6,71,5,19,10,39,2,1,Pedestrian,1,4,0,1,1,6,0,2006,MAIN ST,34.88836389,-117.0698194,Riverside-San Bernardino-Ontario MSA
1256,1,6,71,5,27,21,8,4,1,Pedestrian,5,4,0,1,1,7,0,2006,FOOTHILL BLVD,34.10690278,-117.3416444,Riverside-San Bernardino-Ontario MSA
1267,1,6,71,7,9,23,12,3,2,Bicyclist,1,2,2,1,2,1,0,2006,SR-38,34.0732,-117.0948806,Riverside-San Bernardino-Ontario MSA
1275,1,6,71,8,16,22,38,2,1,Pedestrian,3,6,2,1,1,4,0,2006,I-10,34.06760278,-117.5583056,Riverside-San Bernardino-Ontario MSA
1279,1,6,71,8,19,19,56,2,1,Pedestrian,5,4,0,1,1,7,1,2006,VICTORIA AVE,34.12490833,-117.2262139,Riverside-San Bernardino-Ontario MSA
1294,1,6,71,8,27,21,5,2,1,Pedestrian,1,2,0,1,1,1,0,2006,APPLE VALLEY RD,34.53840556,-117.27175,Riverside-San Bernardino-Ontario MSA
1301,1,6,71,5,27,23,32,2,1,Pedestrian,1,4,0,1,1,7,0,2006,SR-66,34.10686389,-117.6886722,Riverside-San Bernardino-Ontario MSA
1302,1,6,65,9,16,23,50,2,1,Pedestrian,3,2,2,1,1,7,1,2006,VAN BUREN BLVD,33.88262222,-117.3553278,Riverside-San Bernardino-Ontario MSA
1318,1,6,71,7,18,20,50,2,1,Pedestrian,5,3,0,1,1,3,1,2006,WATERMAN AVE,34.10180556,-117.2787361,Riverside-San Bernardino-Ontario MSA
1327,1,6,71,9,8,20,15,2,1,Pedestrian,2,2,0,1,1,6,1,2006,I-210 RAMP,34.13406111,-117.497925,Riverside-San Bernardino-Ontario MSA
1329,1,6,65,9,13,20,45,2,1,Bicyclist,1,4,0,1,1,4,0,2006,SR-74,33.74328056,-117.1150583,Riverside-San Bernardino-Ontario MSA
1335,1,6,71,9,14,14,3,3,1,Pedestrian,2,4,0,1,1,5,0,2006,I-215,34.10778611,-117.302425,Riverside-San Bernardino-Ontario MSA
1341,1,6,71,9,16,0,14,4,1,Pedestrian,5,4,0,1,1,7,1,2006,SR-62,34.12739167,-116.4000917,Riverside-San Bernardino-Ontario MSA
1358,1,6,65,9,16,22,30,2,1,Bicyclist,2,2,2,1,1,7,1,2006,DILLON RD,33.98559722,-116.9129361,Riverside-San Bernardino-Ontario MSA
1363,1,6,65,9,22,11,24,2,1,Pedestrian,2,2,0,1,1,6,0,2006,MAGNOLIA AVE,33.92467778,-117.4391722,Riverside-San Bernardino-Ontario MSA
1387,1,6,71,10,4,18,45,2,1,Pedestrian,1,4,0,1,1,4,1,2006,SR-62,34.04674444,-116.5809222,Riverside-San Bernardino-Ontario MSA
1390,1,6,71,10,5,3,5,3,2,Pedestrian,5,4,2,1,2,5,0,2006,SR-62,34.068375,-116.5531778,Riverside-San Bernardino-Ontario MSA
1402,1,6,71,9,17,8,9,2,1,Pedestrian,5,2,0,1,1,1,1,2006,9TH ST,34.11577778,-117.2784472,Riverside-San Bernardino-Ontario MSA
1414,1,6,65,10,31,17,47,4,1,Pedestrian,1,4,0,1,1,3,1,2006,WELLS AVE,33.93515556,-117.4616556,Riverside-San Bernardino-Ontario MSA
1417,1,6,65,11,7,7,5,2,1,Pedestrian,1,2,0,1,1,3,0,2006,DESERT DR,33.73418611,-116.4092472,Riverside-San Bernardino-Ontario MSA
1424,1,6,71,10,16,6,8,2,1,Pedestrian,5,4,0,1,1,2,0,2006,HIGHLAND AVE,34.13587778,-117.2472611,Riverside-San Bernardino-Ontario MSA
1433,1,6,71,10,27,15,27,2,1,Pedestrian,1,2,0,1,1,6,0,2006,SNAPPING TURTLE RD,34.47970833,-117.2115056,Riverside-San Bernardino-Ontario MSA
1443,1,6,71,8,1,19,26,2,1,Bicyclist,1,2,0,1,1,3,0,2006,SR-83,33.96315,-117.6506528,Riverside-San Bernardino-Ontario MSA
1444,1,6,71,9,1,5,58,2,1,Pedestrian,1,4,2,1,1,6,0,2006,RAMONA AVE,34.01170278,-117.7066222,Riverside-San Bernardino-Ontario MSA
1447,1,6,65,10,6,17,10,2,1,Bicyclist,1,4,0,1,1,6,1,2006,CALIFORNIA AVE,33.93314167,-117.4401778,Riverside-San Bernardino-Ontario MSA
1451,1,6,71,10,21,19,49,6,1,Pedestrian,1,2,0,1,1,7,0,2006,HERMOSA AVE,34.09382222,-117.5846556,Riverside-San Bernardino-Ontario MSA
1454,1,6,71,11,9,14,26,3,1,Bicyclist,1,2,0,1,1,5,0,2006,PHILADELPHIA ST,34.03390833,-117.6371667,Riverside-San Bernardino-Ontario MSA
1461,1,6,71,11,4,18,0,5,1,Pedestrian,3,3,0,1,1,7,0,2006,I-15,34.47444722,-117.3429194,Riverside-San Bernardino-Ontario MSA
1463,1,6,71,11,11,0,24,2,1,Pedestrian,1,4,0,1,1,7,0,2006,SR-66,34.10488889,-117.6199417,Riverside-San Bernardino-Ontario MSA
1469,1,6,65,11,18,22,36,3,1,Pedestrian,2,4,2,1,1,7,1,2006,I-10,33.92426389,-116.9054111,Riverside-San Bernardino-Ontario MSA
1494,1,6,65,11,21,18,32,2,1,Pedestrian,1,4,0,1,1,3,0,2006,ADAMS ST,33.71393056,-116.2862,Riverside-San Bernardino-Ontario MSA
1495,1,6,71,11,23,12,53,4,1,Bicyclist,5,4,0,1,1,5,0,2006,BEAR VALLEY RD,34.47142778,-117.2171833,Riverside-San Bernardino-Ontario MSA
1517,1,6,71,12,4,6,14,4,1,Pedestrian,5,4,2,1,1,2,1,2006,VALLEY BLVD,34.070425,-117.4487306,Riverside-San Bernardino-Ontario MSA
1524,1,6,71,12,8,20,29,6,1,Pedestrian,2,2,0,1,1,6,1,2006,AMARGOSA RD,34.45886944,-117.3557111,Riverside-San Bernardino-Ontario MSA
1540,1,6,65,11,29,19,16,2,1,Pedestrian,2,3,0,1,1,4,1,2006,WINCHESTER RD,33.53905556,-117.1447778,Riverside-San Bernardino-Ontario MSA
1543,1,6,65,11,24,18,40,2,1,Pedestrian,2,3,0,1,1,6,0,2006,SR-111,33.78611111,-116.4784528,Riverside-San Bernardino-Ontario MSA
1568,1,6,65,12,23,18,14,2,1,Pedestrian,1,4,2,1,1,7,0,2006,SR-111,33.71488056,-116.2085167,Riverside-San Bernardino-Ontario MSA
1581,1,6,71,12,5,17,14,2,1,Pedestrian,1,2,0,1,1,3,0,2006,KIOWA RD,34.46864722,-117.2077528,Riverside-San Bernardino-Ontario MSA
1583,1,6,65,12,29,19,5,5,1,Pedestrian,2,3,0,1,1,6,0,2006,HIGHWAY 111,33.74010278,-116.4111472,Riverside-San Bernardino-Ontario MSA
1584,1,6,71,10,7,20,50,2,1,Pedestrian,2,4,0,1,1,7,0,2006,SR-66,34.106675,-117.6013556,Riverside-San Bernardino-Ontario MSA
1597,1,6,71,12,13,17,48,2,1,Pedestrian,2,4,0,1,1,4,0,2006,SR-66,34.10670556,-117.6049972,Riverside-San Bernardino-Ontario MSA
1606,1,6,65,12,27,18,37,5,1,Pedestrian,3,2,0,1,1,4,1,2006,I-215,33.79214167,-117.2286444,Riverside-San Bernardino-Ontario MSA
1607,1,6,65,12,13,4,35,2,1,Pedestrian,3,9,0,1,1,4,0,2006,I-15,33.85791111,-117.5361056,Riverside-San Bernardino-Ontario MSA
1609,1,6,71,11,17,19,42,3,1,Pedestrian,2,2,0,1,1,6,1,2006,MAIN ST,34.42672222,-117.3493194,Riverside-San Bernardino-Ontario MSA
1610,1,6,71,11,16,20,52,2,1,Pedestrian,5,4,0,1,1,5,0,2006,4TH ST,34.07726667,-117.5378639,Riverside-San Bernardino-Ontario MSA
1690,1,6,65,1,7,17,30,2,1,Pedestrian,2,5,0,1,1,1,1,2007,SR-74,33.782375,-117.232275,Riverside-San Bernardino-Ontario MSA
1725,1,6,65,2,8,17,50,2,1,Pedestrian,1,2,0,1,1,5,2,2007,BROCKTON AVE,33.96605833,-117.39335,Riverside-San Bernardino-Ontario MSA
1742,1,6,65,2,17,1,30,2,1,Pedestrian,3,4,2,1,1,7,1,2007,I-215,33.97425556,-117.33375,Riverside-San Bernardino-Ontario MSA
1769,1,6,65,1,6,8,54,2,1,Pedestrian,5,4,0,1,1,7,0,2007,SIXTH ST,33.93841667,-117.549825,Riverside-San Bernardino-Ontario MSA
1787,1,6,71,2,9,4,38,6,2,Pedestrian,3,5,0,1,2,6,0,2007,I-10,34.08676944,-117.6867806,Riverside-San Bernardino-Ontario MSA
1788,1,6,71,2,15,18,30,2,1,Pedestrian,1,2,0,1,1,5,2,2007,NINTH ST,34.11575278,-117.2468222,Riverside-San Bernardino-Ontario MSA
1790,1,6,65,2,26,17,14,2,1,Bicyclist,1,4,0,1,1,2,1,2007,MARKET ST,33.99945556,-117.3738972,Riverside-San Bernardino-Ontario MSA
1793,1,6,71,3,11,18,40,2,1,Bicyclist,5,4,0,1,1,1,0,2007,RIMROCK RD,34.87661389,-117.0095583,Riverside-San Bernardino-Ontario MSA
1794,1,6,71,3,12,19,58,2,1,Pedestrian,5,2,0,1,1,2,0,2007,PARK PL,34.02120278,-117.6843,Riverside-San Bernardino-Ontario MSA
1798,1,6,65,3,17,12,46,2,1,Bicyclist,5,4,0,1,1,7,0,2007,EAST PALM CANYON DR,33.78514444,-116.4767667,Riverside-San Bernardino-Ontario MSA
1802,1,6,71,3,19,6,28,2,1,Pedestrian,1,4,0,1,1,2,0,2007,CHERRY AVE,34.066875,-117.4888333,Riverside-San Bernardino-Ontario MSA
1804,1,6,65,3,28,7,5,5,1,Pedestrian,1,2,0,1,1,4,0,2007,MENLO AVE,33.75828611,-116.9978833,Riverside-San Bernardino-Ontario MSA
1805,1,6,71,3,29,0,19,3,1,Pedestrian,3,4,2,1,1,5,1,2007,SR-210,34.13673611,-117.5654222,Riverside-San Bernardino-Ontario MSA
1824,1,6,65,4,14,3,8,2,1,Pedestrian,3,3,0,1,1,7,1,2007,I-15,33.56189722,-117.2026111,Riverside-San Bernardino-Ontario MSA
1832,1,6,65,4,1,20,56,6,1,Pedestrian,3,2,0,1,1,1,1,2007,VAN BUREN BLVD,33.88427222,-117.3514722,Riverside-San Bernardino-Ontario MSA
1834,1,6,65,4,8,2,54,2,1,Pedestrian,3,4,0,1,1,1,1,2007,I-10,33.90571944,-116.5607444,Riverside-San Bernardino-Ontario MSA
1841,1,6,71,4,20,22,49,5,2,Pedestrian,2,2,0,1,1,6,1,2007,SR-38,34.07006389,-117.1549917,Riverside-San Bernardino-Ontario MSA
1856,1,6,71,4,20,2,5,2,1,Pedestrian,1,4,0,1,1,6,1,2007,FOOTHILL BLVD,34.10483611,-117.6207472,Riverside-San Bernardino-Ontario MSA
1860,1,6,71,4,30,14,26,2,1,Bicyclist,1,2,0,1,1,2,0,2007,KINGSLEY ST,34.066775,-117.7029444,Riverside-San Bernardino-Ontario MSA
1864,1,6,65,5,3,20,29,3,1,Pedestrian,3,2,0,1,1,5,1,2007,UNIVERSITY AVE,33.97555833,-117.3596556,Riverside-San Bernardino-Ontario MSA
1912,1,6,71,5,26,12,30,2,1,Pedestrian,2,2,2,1,1,7,1,2007,CENTRAL AVE,34.05478333,-117.6894361,Riverside-San Bernardino-Ontario MSA
1914,1,6,71,5,22,23,6,2,1,Pedestrian,1,4,0,1,1,3,1,2007,SR-18,34.20587778,-117.0880472,Riverside-San Bernardino-Ontario MSA
1928,1,6,71,6,19,21,28,2,1,Pedestrian,3,2,0,1,1,3,1,2007,REDLANDS BLVD,34.06311944,-117.2787861,Riverside-San Bernardino-Ontario MSA
1932,1,6,71,6,24,99,99,2,1,Pedestrian,5,4,2,1,1,1,1,2007,ARROW HWY,34.09236667,-117.6875472,Riverside-San Bernardino-Ontario MSA
1947,1,6,65,7,7,2,6,2,1,Pedestrian,5,6,0,1,1,7,1,2007,ALESSANDRO BLVD,33.917175,-117.2311361,Riverside-San Bernardino-Ontario MSA
1951,1,6,71,6,24,4,42,2,1,Pedestrian,1,2,0,1,1,1,1,2007,YALE CT,34.00415,-117.6652222,Riverside-San Bernardino-Ontario MSA
1970,1,6,71,6,2,10,7,2,1,Pedestrian,3,2,0,1,1,7,0,2007,SR-83,34.03907778,-117.6506944,Riverside-San Bernardino-Ontario MSA
1976,1,6,65,5,12,20,58,2,1,Pedestrian,3,3,2,1,1,7,0,2007,I-10,33.73868889,-116.2213722,Riverside-San Bernardino-Ontario MSA
2017,1,6,65,8,5,0,36,3,1,Pedestrian,1,4,2,1,1,1,1,2007,SR-111,33.84492222,-116.5128167,Riverside-San Bernardino-Ontario MSA
2019,1,6,65,8,6,22,22,2,1,Pedestrian,1,2,0,1,1,2,0,2007,MAGNOLIA AVE,33.88873889,-117.5024056,Riverside-San Bernardino-Ontario MSA
2024,1,6,65,8,10,7,5,2,1,Pedestrian,1,2,0,1,1,6,0,2007,DELPHINIUM AVE,33.90640556,-117.2270472,Riverside-San Bernardino-Ontario MSA
2025,1,6,65,8,10,13,4,2,1,Pedestrian,5,4,0,1,1,6,1,2007,SR-74,33.78237222,-117.2198306,Riverside-San Bernardino-Ontario MSA
2034,1,6,71,6,15,4,54,2,1,Pedestrian,5,4,0,1,1,6,1,2007,ARROW RTE,34.09937778,-117.6172694,Riverside-San Bernardino-Ontario MSA
2051,1,6,71,9,11,19,38,2,1,Pedestrian,9,9,0,1,1,3,0,2007,MAPLE AVE,34.37872222,-117.3462806,Riverside-San Bernardino-Ontario MSA
2062,1,6,71,8,17,22,24,2,1,Pedestrian,2,2,0,1,1,6,1,2007,6TH ST,34.01363611,-117.6918028,Riverside-San Bernardino-Ontario MSA
2070,1,6,71,8,20,21,10,2,1,Pedestrian,1,2,0,1,1,2,1,2007,SR-38,34.07009722,-117.1562722,Riverside-San Bernardino-Ontario MSA
2086,1,6,71,9,3,2,20,2,1,Pedestrian,3,4,0,1,1,2,1,2007,SR-60,34.03030556,-117.6525528,Riverside-San Bernardino-Ontario MSA
2106,1,6,65,9,29,9,11,2,1,Bicyclist,2,2,2,1,1,7,0,2007,JACKSON ST,33.70431111,-116.2164417,Riverside-San Bernardino-Ontario MSA
2150,1,6,65,10,5,18,55,2,1,Pedestrian,1,2,0,1,1,6,0,2007,AVENUE L,33.9994,-117.0541667,Riverside-San Bernardino-Ontario MSA
2154,1,6,71,10,8,19,19,2,1,Pedestrian,2,2,0,1,1,2,1,2007,MISSION BL,34.05614444,-117.6665667,Riverside-San Bernardino-Ontario MSA
2193,1,6,71,9,17,19,32,2,1,Pedestrian,5,4,0,1,1,2,1,2007,GROVE AVE,34.06616111,-117.6285222,Riverside-San Bernardino-Ontario MSA
2199,1,6,71,11,21,16,31,2,1,Pedestrian,1,2,0,1,1,4,0,2007,11TH ST,34.0623,-117.1755306,Riverside-San Bernardino-Ontario MSA
2206,1,6,71,10,25,9,0,1,1,Pedestrian,1,2,0,1,1,5,0,2007,COMANCHE RD,34.52861944,-117.2013083,Riverside-San Bernardino-Ontario MSA
2214,1,6,71,10,31,18,33,2,1,Bicyclist,1,4,0,1,1,4,0,2007,ORANGE SHOW RD,34.07957222,-117.2662,Riverside-San Bernardino-Ontario MSA
2215,1,6,65,10,31,20,22,2,1,Pedestrian,5,4,0,1,1,4,0,2007,VISTA CHINO RD,33.84483611,-116.4788972,Riverside-San Bernardino-Ontario MSA
2219,1,6,71,11,3,0,55,9,1,Pedestrian,3,4,0,1,1,7,1,2007,I-10,34.06685833,-117.4536444,Riverside-San Bernardino-Ontario MSA
2220,1,6,65,11,3,2,30,3,2,Pedestrian,3,4,2,1,1,7,1,2007,I-15,33.52245833,-117.1627389,Riverside-San Bernardino-Ontario MSA
2225,1,6,71,11,13,18,44,3,1,Pedestrian,1,4,0,1,1,3,0,2007,WALNUT ST,34.02675278,-117.6197444,Riverside-San Bernardino-Ontario MSA
2232,1,6,71,11,17,17,15,3,1,Pedestrian,1,4,0,1,1,7,0,2007,HIGHLAND AVE,34.13601944,-117.2986861,Riverside-San Bernardino-Ontario MSA
2261,1,6,65,12,2,18,52,2,1,Pedestrian,5,4,0,1,1,1,1,2007,STATE ST,33.72718056,-116.9715417,Riverside-San Bernardino-Ontario MSA
2264,1,6,71,12,3,15,51,2,1,Bicyclist,1,2,0,1,1,2,1,2007,CLOVIS ST,34.55038333,-117.3424472,Riverside-San Bernardino-Ontario MSA
2271,1,6,71,12,6,16,0,2,1,Pedestrian,2,2,0,1,1,5,0,2007,I-215,34.12933611,-117.303425,Riverside-San Bernardino-Ontario MSA
2277,1,6,71,12,11,21,49,2,1,Pedestrian,1,2,0,1,1,3,1,2007,AMARGOSA RD,34.47033611,-117.3484028,Riverside-San Bernardino-Ontario MSA
2291,1,6,65,12,9,18,45,3,1,Pedestrian,1,4,0,1,1,1,0,2007,E PALM WY,33.79474167,-116.5016806,Riverside-San Bernardino-Ontario MSA
2292,1,6,65,12,9,19,58,2,1,Bicyclist,1,2,0,1,1,1,2,2007,YALE ST,33.74656667,-116.9499306,Riverside-San Bernardino-Ontario MSA
2293,1,6,71,12,13,22,35,2,1,Pedestrian,5,4,0,1,1,5,1,2007,SR-62,34.11748611,-116.4536278,Riverside-San Bernardino-Ontario MSA
2295,1,6,71,12,14,15,44,2,1,Pedestrian,5,2,0,1,1,6,0,2007,MEDICAL CENTER DR,34.12541667,-117.3225556,Riverside-San Bernardino-Ontario MSA
2319,1,6,65,12,22,17,11,4,1,Bicyclist,1,4,0,1,1,7,0,2007,RANCHO VISTA RD,33.50363056,-117.1167417,Riverside-San Bernardino-Ontario MSA
2324,1,6,65,9,24,18,5,4,1,Pedestrian,1,2,0,1,1,2,0,2007,BAY AVE,33.91998333,-117.2638,Riverside-San Bernardino-Ontario MSA
2327,1,6,65,11,15,19,17,3,1,Pedestrian,1,2,0,1,1,5,0,2007,HACIENDA AVE,33.95412778,-116.4881611,Riverside-San Bernardino-Ontario MSA
2329,1,6,71,11,8,20,45,3,1,Pedestrian,9,9,2,1,1,5,0,2007,MAPLE AVE,34.42328611,-117.3464583,Riverside-San Bernardino-Ontario MSA
2330,1,6,71,11,28,8,30,2,1,Pedestrian,6,1,0,1,1,4,0,2007,I-215,34.10833611,-117.3024417,Riverside-San Bernardino-Ontario MSA
2331,1,6,71,10,14,21,9,2,1,Pedestrian,2,3,0,1,1,1,1,2007,BEAR VALLEY RD,34.47048056,-117.3398472,Riverside-San Bernardino-Ontario MSA
2339,1,6,65,12,31,18,23,3,1,Pedestrian,2,2,0,1,1,2,1,2007,VAN BUREN RD,33.88671667,-117.3465806,Riverside-San Bernardino-Ontario MSA
2346,1,6,65,5,15,20,0,3,1,Pedestrian,1,2,2,1,1,3,1,2007,AVENIDA LA PALOMA,33.82003056,-116.4729972,Riverside-San Bernardino-Ontario MSA
2347,1,6,71,12,1,19,53,2,1,Pedestrian,5,4,0,1,1,7,1,2007,EDISON AVE,33.99729167,-117.6882861,Riverside-San Bernardino-Ontario MSA
2354,1,6,65,11,15,17,50,6,1,Pedestrian,5,4,0,1,1,5,0,2007,CLINTON AVE,33.70955556,-116.2426389,Riverside-San Bernardino-Ontario MSA
2357,1,6,65,11,30,17,2,2,1,Pedestrian,5,4,0,2,1,6,0,2007,SIXTH ST,33.87499444,-117.5626611,Riverside-San Bernardino-Ontario MSA
2429,1,6,65,1,16,21,0,2,1,Pedestrian,5,4,0,1,1,4,0,2008,SR-74,33.74783056,-116.890775,Riverside-San Bernardino-Ontario MSA
2431,1,6,65,1,18,99,99,2,1,Pedestrian,2,2,0,1,1,6,0,2008,E PALM CYN DR,33.80143056,-116.5255139,Riverside-San Bernardino-Ontario MSA
2440,1,6,65,1,3,18,3,2,1,Pedestrian,2,2,0,1,1,5,0,2008,LA SIERRA AVE,33.92244722,-117.4908333,Riverside-San Bernardino-Ontario MSA
2449,1,6,71,2,3,2,38,3,1,Pedestrian,1,4,2,2,1,1,0,2008,GROVE AVE,34.08144722,-117.6285639,Riverside-San Bernardino-Ontario MSA
2461,1,6,65,2,17,23,47,2,1,Bicyclist,1,2,0,1,1,1,0,2008,NUEVO RD,33.80118889,-117.2065694,Riverside-San Bernardino-Ontario MSA
2468,1,6,71,2,8,18,0,3,1,Bicyclist,2,2,0,1,1,6,0,2008,HIGHLAND AVE,34.13613056,-117.3259639,Riverside-San Bernardino-Ontario MSA
2479,1,6,65,2,16,22,15,2,1,Pedestrian,1,2,0,1,1,7,0,2008,VAN BUREN BL,33.88666944,-117.3469167,Riverside-San Bernardino-Ontario MSA
2489,1,6,65,2,25,19,5,2,1,Pedestrian,5,2,0,1,1,2,0,2008,SR-74,33.92285,-116.977175,Riverside-San Bernardino-Ontario MSA
2490,1,6,71,2,25,23,10,3,1,Pedestrian,3,5,0,1,1,2,0,2008,I-10,34.06534444,-117.306775,Riverside-San Bernardino-Ontario MSA
2518,1,6,71,1,31,20,6,2,1,Pedestrian,2,2,0,1,1,5,0,2008,EUCLID AVE,34.05680556,-117.6508056,Riverside-San Bernardino-Ontario MSA
2532,1,6,71,2,3,20,13,2,1,Pedestrian,5,4,2,1,1,1,1,2008,ESCONDIDO AVE,34.42298611,-117.3729806,Riverside-San Bernardino-Ontario MSA
2533,1,6,71,2,29,11,25,2,1,Pedestrian,1,2,0,1,1,6,0,2008,I-10 RAMP,34.06958333,-117.3529806,Riverside-San Bernardino-Ontario MSA
2553,1,6,65,3,16,9,36,7,1,Pedestrian,2,4,0,1,1,1,0,2008,VAN BUREN BLVD,33.93497222,-117.4539556,Riverside-San Bernardino-Ontario MSA
