OID_,Join_Count,STATE,COUNTY,MONTH,DAY,HOUR,MINUTE,PERSONS,PEDS,HARM_EV,TRAF_FLO,NO_LANES,HIT_RUN,WEATHER,FATALS,DAY_WEEK,DRUNK_DR,YEAR,TWAY_ID,latitude,longitude,metro
15,1,6,59,1,12,17,24,3,2,Pedestrian,5,2,0,1,1,4,0,2005,N ORANGE OLIVE RD,33.82165556,-117.8511861,Anaheim-Santa Ana-Irvine MD
31,1,6,59,1,9,23,59,2,1,Pedestrian,1,2,0,2,1,1,1,2005,FIRST STREET,33.74533333,-117.8980167,Anaheim-Santa Ana-Irvine MD
35,1,6,59,1,19,10,49,3,1,Pedestrian,1,2,0,1,1,4,0,2005,PARTON ST,33.754775,-117.8746861,Anaheim-Santa Ana-Irvine MD
44,1,6,59,1,27,5,37,2,1,Pedestrian,2,3,2,1,1,5,1,2005,LOS ALAMITOS BLVD,33.79228611,-118.0719389,Anaheim-Santa Ana-Irvine MD
49,1,6,59,1,28,5,36,2,1,Pedestrian,2,4,0,1,1,6,0,2005,SR-39,33.74483056,-117.9893917,Anaheim-Santa Ana-Irvine MD
63,1,6,59,1,12,19,29,3,1,Pedestrian,1,4,0,1,1,4,1,2005,BROOKHURST RD,33.86613056,-117.9593778,Anaheim-Santa Ana-Irvine MD
69,1,6,59,2,14,19,54,2,1,Pedestrian,5,2,0,1,1,2,1,2005,INDIANAPOLIS AVE,33.66487222,-117.9830972,Anaheim-Santa Ana-Irvine MD
103,1,6,59,2,26,14,44,2,1,Pedestrian,1,4,0,1,1,7,0,2005,WESTERN AVE,33.86825833,-118.0025556,Anaheim-Santa Ana-Irvine MD
121,1,6,59,3,14,17,48,2,1,Bicyclist,1,4,0,1,1,2,1,2005,ATLANTA AVE,33.65763056,-117.9912972,Anaheim-Santa Ana-Irvine MD
146,1,6,59,3,21,6,25,2,1,Pedestrian,1,2,0,1,1,2,0,2005,DALE ST,33.77574167,-117.9840306,Anaheim-Santa Ana-Irvine MD
161,1,6,59,3,28,17,50,8,6,Pedestrian,2,3,0,1,1,2,0,2005,W KATELLA AVE,33.80341389,-117.9152417,Anaheim-Santa Ana-Irvine MD
217,1,6,59,5,12,11,40,3,1,Pedestrian,3,5,0,1,1,5,0,2005,I-5,33.60533889,-117.6915139,Anaheim-Santa Ana-Irvine MD
232,1,6,59,5,12,1,48,2,1,Pedestrian,3,3,0,1,1,5,1,2005,HARBOR BLVD,33.75936389,-117.9201778,Anaheim-Santa Ana-Irvine MD
233,1,6,59,5,13,16,1,2,1,Bicyclist,5,2,0,1,1,6,1,2005,WARNER AVE,33.71619722,-117.883,Anaheim-Santa Ana-Irvine MD
247,1,6,59,5,22,2,49,2,1,Pedestrian,2,3,0,1,1,1,1,2005,SR-39,33.71250278,-117.9891667,Anaheim-Santa Ana-Irvine MD
260,1,6,59,1,30,16,50,3,2,Pedestrian,5,4,0,1,2,1,1,2005,W BALL RD,33.81791389,-117.9392444,Anaheim-Santa Ana-Irvine MD
265,1,6,59,6,3,12,43,2,1,Bicyclist,1,2,0,1,1,6,1,2005,CYPRESS ST,33.92510278,-117.9417611,Anaheim-Santa Ana-Irvine MD
351,1,6,59,4,10,11,59,2,1,Pedestrian,2,3,2,1,1,1,1,2005,S EUCLID ST,33.81726389,-117.9413917,Anaheim-Santa Ana-Irvine MD
370,1,6,59,8,6,22,56,2,1,Bicyclist,5,6,0,1,1,7,1,2005,FIRST ST,33.74509167,-117.9326611,Anaheim-Santa Ana-Irvine MD
376,1,6,59,8,11,11,42,2,1,Pedestrian,3,3,0,1,1,5,0,2005,SAN JOAQUIN HILLS RD,33.61275278,-117.8658222,Anaheim-Santa Ana-Irvine MD
389,1,6,59,5,5,22,22,2,1,Pedestrian,3,3,0,1,1,5,0,2005,VALLEY VIEW ST,33.85869444,-118.028775,Anaheim-Santa Ana-Irvine MD
437,1,6,59,9,7,21,40,2,1,Pedestrian,3,4,2,1,1,4,0,2005,I-405,33.78503889,-118.0921111,Anaheim-Santa Ana-Irvine MD
452,1,6,59,7,24,1,32,2,1,Pedestrian,1,4,2,1,1,1,0,2005,N HARBOR BLVD,33.84727778,-117.9238278,Anaheim-Santa Ana-Irvine MD
467,1,6,59,6,27,20,26,2,1,Pedestrian,2,2,0,1,1,2,1,2005,N WESTERN AVE,33.83198056,-118.0022194,Anaheim-Santa Ana-Irvine MD
483,1,6,59,9,14,20,2,3,1,Pedestrian,2,3,0,1,1,4,0,2005,CROWN VALLEY PKWY,33.52334722,-117.7151222,Anaheim-Santa Ana-Irvine MD
487,1,6,59,9,5,8,0,2,1,Pedestrian,3,2,0,1,1,2,0,2005,LA PAZ AVE,33.60024167,-117.6701278,Anaheim-Santa Ana-Irvine MD
492,1,6,59,9,24,20,1,4,1,Pedestrian,1,6,0,1,1,7,0,2005,SR-39,33.863525,-117.9982083,Anaheim-Santa Ana-Irvine MD
499,1,6,59,9,28,16,19,3,2,Pedestrian,1,4,0,1,1,4,0,2005,5TH ST,33.748875,-117.9134139,Anaheim-Santa Ana-Irvine MD
500,1,6,59,9,29,18,43,2,1,Bicyclist,5,4,0,1,1,5,2,2005,NEWLAND ST,33.65599444,-117.9797167,Anaheim-Santa Ana-Irvine MD
502,1,6,59,10,3,5,30,2,1,Pedestrian,3,4,2,1,1,2,0,2005,I-405,33.75349444,-118.01515,Anaheim-Santa Ana-Irvine MD
521,1,6,59,7,31,21,30,2,1,Pedestrian,3,2,0,1,1,1,0,2005,CHAPMAN AVE,33.87089167,-117.8529972,Anaheim-Santa Ana-Irvine MD
586,1,6,59,8,4,22,15,2,1,Pedestrian,2,4,0,1,1,5,1,2005,SR-241,33.78741111,-117.7431611,Anaheim-Santa Ana-Irvine MD
587,1,6,59,9,24,17,39,2,1,Pedestrian,1,6,0,1,1,7,0,2005,BROOKHURST ST,33.69686111,-117.9541722,Anaheim-Santa Ana-Irvine MD
612,1,6,59,10,10,23,5,3,1,Pedestrian,6,1,0,1,1,2,1,2005,SR-55 RAMP,33.74871389,-117.843375,Anaheim-Santa Ana-Irvine MD
634,1,6,59,11,15,19,8,2,1,Pedestrian,1,4,0,1,1,3,1,2005,5TH ST,33.74888333,-117.9139472,Anaheim-Santa Ana-Irvine MD
688,1,6,59,9,11,21,0,2,1,Pedestrian,3,4,0,1,1,1,0,2005,SR-39,33.824775,-117.9932361,Anaheim-Santa Ana-Irvine MD
694,1,6,59,12,7,13,34,2,1,Pedestrian,1,6,0,1,1,4,0,2005,N TUSTIN ST,33.75280833,-117.8341778,Anaheim-Santa Ana-Irvine MD
695,1,6,59,12,9,0,7,3,2,Pedestrian,2,4,2,1,2,6,1,2005,SR-39,33.78832778,-117.9930361,Anaheim-Santa Ana-Irvine MD
699,1,6,59,12,11,17,49,2,1,Pedestrian,2,3,0,1,1,1,1,2005,17TH ST,33.76,-117.8553917,Anaheim-Santa Ana-Irvine MD
707,1,6,59,11,25,14,55,2,1,Bicyclist,1,4,2,1,1,6,1,2005,PALM ST,33.92892778,-117.9243611,Anaheim-Santa Ana-Irvine MD
720,1,6,59,12,15,17,27,3,1,Pedestrian,1,4,0,1,1,5,0,2005,ORANGEWOOD AVE,33.79606111,-117.9470917,Anaheim-Santa Ana-Irvine MD
730,1,6,59,12,20,18,51,2,1,Pedestrian,1,4,0,1,1,3,0,2005,LAMPSON AVE,33.78180556,-118.0297306,Anaheim-Santa Ana-Irvine MD
738,1,6,59,12,30,10,18,2,1,Bicyclist,2,4,0,1,1,6,0,2005,JAMBOREE RD,33.65295556,-117.8666917,Anaheim-Santa Ana-Irvine MD
749,1,6,59,10,6,5,0,2,1,Pedestrian,9,9,0,1,1,5,1,2005,BEACH BLVD,33.78061944,-117.9927806,Anaheim-Santa Ana-Irvine MD
761,1,6,59,12,16,23,25,3,1,Pedestrian,2,2,0,1,1,6,1,2005,EL CAMINO REAL,33.428675,-117.6137222,Anaheim-Santa Ana-Irvine MD
777,1,6,59,5,3,20,47,2,1,Bicyclist,9,9,0,1,1,3,0,2005,EUCLID ST,33.85851944,-117.9418,Anaheim-Santa Ana-Irvine MD
870,1,6,59,1,9,15,24,2,1,Pedestrian,2,2,0,1,1,2,1,2006,EDINGER AVE,33.72715556,-117.8665667,Anaheim-Santa Ana-Irvine MD
884,1,6,59,1,27,6,30,2,1,Pedestrian,1,4,0,1,1,6,0,2006,1ST ST,33.74505278,-117.9374028,Anaheim-Santa Ana-Irvine MD
899,1,6,59,2,2,22,23,2,1,Pedestrian,2,3,0,1,1,5,0,2006,KATELLA AVE,33.80341111,-117.9143639,Anaheim-Santa Ana-Irvine MD
932,1,6,59,2,14,13,14,2,1,Pedestrian,2,3,0,1,1,3,0,2006,KNOTT AVE,33.85897778,-118.011175,Anaheim-Santa Ana-Irvine MD
937,1,6,59,1,2,21,39,2,1,Pedestrian,5,7,2,1,1,2,1,2006,KATELLA AVE,33.80329444,-117.8968417,Anaheim-Santa Ana-Irvine MD
940,1,6,59,1,21,18,25,4,1,Pedestrian,3,4,0,1,1,7,1,2006,SR-39,33.80618333,-117.9930944,Anaheim-Santa Ana-Irvine MD
949,1,6,59,2,18,21,2,2,1,Pedestrian,2,4,2,1,1,7,0,2006,SR-39,33.81737222,-117.9933222,Anaheim-Santa Ana-Irvine MD
961,1,6,59,2,23,22,31,2,1,Pedestrian,2,2,0,1,1,5,0,2006,ARTESIA BLVD,33.87338333,-118.0112194,Anaheim-Santa Ana-Irvine MD
964,1,6,59,2,25,18,7,3,1,Pedestrian,5,2,0,1,1,7,1,2006,BRISTOL ST,33.71890833,-117.8852889,Anaheim-Santa Ana-Irvine MD
965,1,6,59,2,25,18,8,2,1,Pedestrian,5,2,2,1,1,7,0,2006,S BROOKHURST ST,33.81605556,-117.9589278,Anaheim-Santa Ana-Irvine MD
979,1,6,59,3,12,13,30,2,1,Bicyclist,2,2,2,1,1,1,0,2006,NORTHAMPTON PL,33.60643611,-117.5809694,Anaheim-Santa Ana-Irvine MD
989,1,6,59,3,17,18,39,2,1,Pedestrian,5,4,0,2,1,6,0,2006,GARDEN GROVE BLVD,33.77388889,-117.9894528,Anaheim-Santa Ana-Irvine MD
1012,1,6,59,3,5,0,10,3,1,Pedestrian,3,6,0,1,1,1,1,2006,SR-91,33.85367222,-117.9130083,Anaheim-Santa Ana-Irvine MD
1036,1,6,59,3,26,1,33,2,1,Pedestrian,1,2,0,1,1,1,1,2006,KATELLA AVE,33.80318056,-117.9500778,Anaheim-Santa Ana-Irvine MD
1062,1,6,59,5,2,1,25,2,1,Bicyclist,9,9,2,1,1,3,0,2006,BOLSA AVE,33.744825,-117.9736778,Anaheim-Santa Ana-Irvine MD
1068,1,6,59,5,6,7,58,2,1,Bicyclist,1,2,0,1,1,7,1,2006,COAST HIGHWAY,33.45375556,-117.6649056,Anaheim-Santa Ana-Irvine MD
1071,1,6,59,5,13,3,20,2,1,Pedestrian,3,4,2,1,1,7,0,2006,I-5,33.71222222,-117.7849611,Anaheim-Santa Ana-Irvine MD
1074,1,6,59,5,13,20,6,2,1,Pedestrian,1,6,0,1,1,7,1,2006,GOLDENWEST,33.72835278,-118.0067972,Anaheim-Santa Ana-Irvine MD
1086,1,6,59,4,17,5,23,2,1,Bicyclist,1,2,0,1,1,2,0,2006,BROOKHURST ST,33.77136111,-117.9549528,Anaheim-Santa Ana-Irvine MD
1087,1,6,59,4,18,16,18,2,1,Bicyclist,1,2,0,1,1,3,0,2006,NEWPORT AVE,33.73263056,-117.8275639,Anaheim-Santa Ana-Irvine MD
1112,1,6,59,5,21,6,10,2,1,Pedestrian,2,4,2,1,1,1,1,2006,SR-39,33.74749167,-117.9896417,Anaheim-Santa Ana-Irvine MD
1116,1,6,59,6,10,4,33,2,1,Bicyclist,2,3,0,1,1,7,0,2006,FIRST ST,33.74553333,-117.85185,Anaheim-Santa Ana-Irvine MD
1118,1,6,59,3,27,15,57,2,1,Bicyclist,1,2,2,1,1,2,1,2006,BRISTOL,33.74552222,-117.8851833,Anaheim-Santa Ana-Irvine MD
1133,1,6,59,5,21,13,21,3,2,Bicyclist,9,9,0,1,1,1,0,2006,OLYMPIAD RD,33.61903611,-117.6308111,Anaheim-Santa Ana-Irvine MD
1140,1,6,59,6,5,0,4,2,1,Pedestrian,2,4,0,1,1,2,0,2006,SR-39,33.77566111,-117.9927278,Anaheim-Santa Ana-Irvine MD
1168,1,6,59,6,18,23,38,3,1,Pedestrian,3,5,0,1,1,1,0,2006,I-405,33.66251944,-117.789775,Anaheim-Santa Ana-Irvine MD
1171,1,6,59,6,27,23,23,1,1,Pedestrian,1,2,0,1,1,3,0,2006,BRIDGEPORT AVE,33.82561667,-117.9913139,Anaheim-Santa Ana-Irvine MD
1183,1,6,59,7,25,21,15,2,1,Bicyclist,9,9,0,1,1,3,1,2006,COAST HWY,33.45180556,-117.6605306,Anaheim-Santa Ana-Irvine MD
1210,1,6,59,8,12,0,30,2,1,Pedestrian,3,7,0,1,1,7,1,2006,I-5,33.728,-117.8071556,Anaheim-Santa Ana-Irvine MD
1221,1,6,59,8,8,21,35,6,2,Pedestrian,3,6,2,1,2,3,2,2006,I-5,33.72535556,-117.8037861,Anaheim-Santa Ana-Irvine MD
1226,1,6,59,8,19,4,15,2,1,Bicyclist,5,4,2,1,1,7,0,2006,SR-1,33.52486944,-117.7664722,Anaheim-Santa Ana-Irvine MD
1238,1,6,59,8,5,20,0,2,1,Pedestrian,1,2,2,1,1,7,0,2006,GUINIDA LN,33.81403333,-117.9100833,Anaheim-Santa Ana-Irvine MD
1261,1,6,59,7,4,21,33,2,1,Pedestrian,1,2,2,1,1,3,0,2006,WASHINGTON AVE,33.75575833,-117.8980639,Anaheim-Santa Ana-Irvine MD
1263,1,6,59,7,5,17,53,2,1,Pedestrian,9,9,0,1,1,4,0,2006,NIGUEL RD,33.53136389,-117.718775,Anaheim-Santa Ana-Irvine MD
1276,1,6,59,8,17,7,27,2,1,Pedestrian,2,3,0,1,1,5,0,2006,SR-39,33.81014167,-117.9933056,Anaheim-Santa Ana-Irvine MD
1311,1,6,59,9,1,8,54,2,1,Bicyclist,5,2,0,1,1,6,0,2006,MICHELSON DR,33.66406389,-117.8237722,Anaheim-Santa Ana-Irvine MD
1323,1,6,59,8,22,17,31,3,1,Bicyclist,2,2,0,1,1,3,0,2006,KATELLA AVE,33.80320278,-117.9414278,Anaheim-Santa Ana-Irvine MD
1333,1,6,59,8,31,0,30,2,1,Pedestrian,1,3,0,1,1,5,1,2006,seventeenth st,33.67577222,-118.0011083,Anaheim-Santa Ana-Irvine MD
1350,1,6,59,9,21,5,54,2,1,Pedestrian,2,3,0,1,1,5,0,2006,BROOKHURST ST,33.679625,-117.9539028,Anaheim-Santa Ana-Irvine MD
1361,1,6,59,9,28,18,20,4,1,Bicyclist,1,2,0,1,1,5,0,2006,WILSHIRE AVE,33.73083056,-117.8855167,Anaheim-Santa Ana-Irvine MD
1375,1,6,59,9,26,23,25,2,1,Pedestrian,1,5,0,1,1,3,0,2006,CHAPMAN AVE,33.78888889,-117.9061444,Anaheim-Santa Ana-Irvine MD
1430,1,6,59,10,21,20,25,5,1,Bicyclist,3,5,2,1,1,7,1,2006,I-5,33.79666111,-117.8948667,Anaheim-Santa Ana-Irvine MD
1436,1,6,59,10,27,23,28,2,1,Pedestrian,5,6,2,1,1,6,1,2006,FIRST ST,33.74541389,-117.8899361,Anaheim-Santa Ana-Irvine MD
1449,1,6,59,10,12,3,19,3,1,Bicyclist,2,4,0,1,1,5,0,2006,SR-39,33.75930278,-117.9898,Anaheim-Santa Ana-Irvine MD
1488,1,6,59,10,30,18,36,2,1,Pedestrian,1,6,0,1,1,2,1,2006,SR-1,33.63968056,-117.9733194,Anaheim-Santa Ana-Irvine MD
1504,1,6,59,11,28,17,23,2,1,Bicyclist,1,2,0,1,1,3,0,2006,SANTIAGO CANYON RD,33.69873056,-117.6377889,Anaheim-Santa Ana-Irvine MD
1506,1,6,59,10,20,8,33,2,1,Bicyclist,5,4,0,1,1,6,0,2006,CHAPMAN AVE,33.78869722,-117.9483722,Anaheim-Santa Ana-Irvine MD
1510,1,6,59,12,6,4,51,2,1,Pedestrian,2,3,0,1,1,4,0,2006,STATE COLLEGE BLVD,33.84838056,-117.8891972,Anaheim-Santa Ana-Irvine MD
1522,1,6,59,12,8,19,24,2,1,Pedestrian,2,3,0,1,1,6,0,2006,EL TORO RD,33.60430833,-117.7419806,Anaheim-Santa Ana-Irvine MD
1527,1,6,59,12,8,1,15,6,1,Pedestrian,3,5,2,1,1,6,0,2006,I-405,33.72645278,-117.9800972,Anaheim-Santa Ana-Irvine MD
1535,1,6,59,12,12,23,13,3,1,Pedestrian,2,2,1,1,1,3,1,2006,ORANGETHORPE AVE,33.85944167,-117.9306639,Anaheim-Santa Ana-Irvine MD
1538,1,6,59,12,12,6,6,2,1,Pedestrian,1,6,0,1,1,3,0,2006,ORANGETHORPE AVE,33.85899722,-118.0024528,Anaheim-Santa Ana-Irvine MD
1564,1,6,59,12,27,6,37,2,1,Pedestrian,3,3,0,2,1,4,0,2006,GARDEN GROVE BLVD,33.77440556,-117.898,Anaheim-Santa Ana-Irvine MD
1593,1,6,59,6,30,20,43,2,1,Bicyclist,1,4,2,1,1,6,1,2006,MCFADDEN AVE,33.73680556,-117.9122778,Anaheim-Santa Ana-Irvine MD
1672,1,6,59,1,3,15,53,2,1,Pedestrian,1,6,0,1,1,4,0,2007,GOLDWEST ST,33.76277778,-118.0072417,Anaheim-Santa Ana-Irvine MD
1684,1,6,59,1,18,11,35,2,1,Bicyclist,6,2,0,1,1,5,0,2007,SR-57 RAMP,33.86149444,-117.8771806,Anaheim-Santa Ana-Irvine MD
1688,1,6,59,1,23,1,44,5,1,Bicyclist,2,4,2,1,1,3,2,2007,SR-39,33.84186111,-117.9966806,Anaheim-Santa Ana-Irvine MD
1772,1,6,59,3,3,12,55,2,1,Pedestrian,2,3,0,1,1,7,0,2007,EL TORO RD,33.60916667,-117.7323556,Anaheim-Santa Ana-Irvine MD
1773,1,6,59,3,12,0,45,2,1,Pedestrian,5,4,0,1,1,2,1,2007,LAMBERT RD,33.92465278,-117.9417556,Anaheim-Santa Ana-Irvine MD
1779,1,6,59,1,24,20,50,2,1,Pedestrian,5,6,2,1,1,4,0,2007,HARBOR BLVD,33.79461111,-117.9150556,Anaheim-Santa Ana-Irvine MD
1785,1,6,59,2,14,6,47,2,1,Bicyclist,5,4,0,1,1,4,0,2007,LAMPSON AVE,33.78100278,-118.0104889,Anaheim-Santa Ana-Irvine MD
1789,1,6,59,2,24,19,29,2,1,Pedestrian,3,2,2,1,1,7,1,2007,LINCOLN AVE,33.83233611,-117.972525,Anaheim-Santa Ana-Irvine MD
1814,1,6,59,3,30,20,31,2,1,Pedestrian,1,4,0,1,1,6,0,2007,MCFADDEN AVE,33.73800833,-117.9431917,Anaheim-Santa Ana-Irvine MD
1818,1,6,59,4,9,20,54,6,1,Pedestrian,1,2,0,1,1,2,0,2007,LEWIS ST,33.79143333,-117.8975444,Anaheim-Santa Ana-Irvine MD
1831,1,6,59,4,1,6,13,2,1,Pedestrian,5,4,0,1,1,1,0,2007,MCFADDEN AVE,33.73808889,-117.9395389,Anaheim-Santa Ana-Irvine MD
1840,1,6,59,4,17,19,4,2,1,Bicyclist,3,2,0,1,1,3,0,2007,WESTMINISTER BLVD,33.75917778,-118.0061694,Anaheim-Santa Ana-Irvine MD
1861,1,6,59,5,2,19,8,2,1,Pedestrian,9,3,0,1,1,4,0,2007,SR-1,33.748575,-118.1058139,Anaheim-Santa Ana-Irvine MD
1896,1,6,59,4,10,20,54,2,1,Pedestrian,3,3,0,1,1,3,2,2007,SANTA MARGARITA PKWY,33.64760278,-117.6274778,Anaheim-Santa Ana-Irvine MD
1903,1,6,59,5,19,21,20,2,1,Pedestrian,5,4,0,1,1,7,0,2007,GRAND AVE,33.74733611,-117.8518417,Anaheim-Santa Ana-Irvine MD
1910,1,6,59,5,25,20,15,3,1,Pedestrian,9,9,0,1,1,6,0,2007,BROOKHURST ST,33.66912778,-117.9535667,Anaheim-Santa Ana-Irvine MD
1943,1,6,59,7,2,20,50,2,1,Pedestrian,5,4,0,1,1,2,1,2007,STONEHILL DR,33.47423056,-117.6783611,Anaheim-Santa Ana-Irvine MD
1950,1,6,59,6,17,16,37,3,1,Bicyclist,3,3,0,1,1,1,2,2007,KNOTT AVE,33.83951667,-118.0109806,Anaheim-Santa Ana-Irvine MD
1954,1,6,59,6,2,21,33,3,1,Bicyclist,2,3,2,1,1,7,1,2007,ADAMS AVE,33.67337778,-117.92005,Anaheim-Santa Ana-Irvine MD
1967,1,6,59,6,13,5,0,2,1,Bicyclist,6,1,0,1,1,4,0,2007,SR-1 RAMP,33.46804722,-117.6705056,Anaheim-Santa Ana-Irvine MD
1972,1,6,59,6,8,21,7,4,1,Bicyclist,1,2,0,1,1,6,1,2007,SR-1,33.62175556,-117.9333556,Anaheim-Santa Ana-Irvine MD
2027,1,6,59,8,11,20,26,2,1,Pedestrian,1,6,2,1,1,7,0,2007,MAGNOLIA ST,33.73756667,-117.9721583,Anaheim-Santa Ana-Irvine MD
2033,1,6,59,5,27,0,35,2,1,Pedestrian,1,4,2,1,1,1,1,2007,MUIRLANDS BLVD,33.62450833,-117.699225,Anaheim-Santa Ana-Irvine MD
2038,1,6,59,8,26,9,16,2,1,Pedestrian,1,2,2,1,1,1,0,2007,BRADFORD AVE,33.87876111,-117.8685167,Anaheim-Santa Ana-Irvine MD
2042,1,6,59,8,19,1,50,2,1,Pedestrian,5,6,2,1,1,1,1,2007,1ST ST,33.74519444,-117.91795,Anaheim-Santa Ana-Irvine MD
2060,1,6,59,10,11,22,10,3,1,Pedestrian,5,4,0,1,1,5,1,2007,E LINCOLN AVE,33.83582778,-117.8506639,Anaheim-Santa Ana-Irvine MD
2073,1,6,59,8,29,14,10,2,1,Bicyclist,9,4,0,1,1,4,0,2007,INDIANAPOLIS AVE,33.66505556,-117.9577361,Anaheim-Santa Ana-Irvine MD
2075,1,6,59,8,31,15,0,3,1,Pedestrian,1,2,0,1,1,6,0,2007,MARY COMMON,33.74851667,-117.9107,Anaheim-Santa Ana-Irvine MD
2077,1,6,59,8,31,22,25,2,1,Pedestrian,9,9,0,1,1,6,1,2007,EL TORO RD,33.62845556,-117.6907972,Anaheim-Santa Ana-Irvine MD
2087,1,6,59,9,4,5,24,2,1,Pedestrian,3,4,0,1,1,3,0,2007,SR-39,33.83074722,-117.9936361,Anaheim-Santa Ana-Irvine MD
2112,1,6,59,10,14,21,33,2,1,Pedestrian,5,6,0,1,1,1,1,2007,1ST ST,33.74511389,-117.9297583,Anaheim-Santa Ana-Irvine MD
2125,1,6,59,7,28,7,1,3,1,Bicyclist,2,3,0,1,1,7,0,2007,BROOKHURST ST,33.82500833,-117.9589389,Anaheim-Santa Ana-Irvine MD
2132,1,6,59,11,9,22,10,2,1,Bicyclist,1,4,0,1,1,6,1,2007,GARDEN GROVE BL,33.77376111,-117.9881806,Anaheim-Santa Ana-Irvine MD
2135,1,6,59,11,12,99,99,2,1,Pedestrian,1,4,2,1,1,2,0,2007,RANCHO VIEJO RD,33.54220556,-117.6732889,Anaheim-Santa Ana-Irvine MD
2140,1,6,59,10,15,18,20,2,1,Bicyclist,2,3,0,1,1,2,0,2007,ALICIA PKWY,33.62543889,-117.6466,Anaheim-Santa Ana-Irvine MD
2157,1,6,59,10,9,19,8,2,1,Pedestrian,3,4,0,1,1,3,0,2007,GARDEN GROVE BL,33.77368889,-118.0074111,Anaheim-Santa Ana-Irvine MD
2173,1,6,59,11,23,18,46,2,1,Pedestrian,5,6,0,1,1,6,1,2007,TUSTIN AVE,33.77006111,-117.8357611,Anaheim-Santa Ana-Irvine MD
2181,1,6,59,7,28,19,33,3,1,Pedestrian,5,4,0,1,1,7,1,2007,SR-1,33.72495,-118.0789361,Anaheim-Santa Ana-Irvine MD
2190,1,6,59,9,9,15,55,2,1,Pedestrian,4,2,0,1,1,1,0,2007,NEWPORT BLVD,33.67273333,-117.8888083,Anaheim-Santa Ana-Irvine MD
2192,1,6,59,9,15,10,4,2,1,Bicyclist,2,3,0,1,1,7,0,2007,CULVER DR,33.65904444,-117.8276472,Anaheim-Santa Ana-Irvine MD
2202,1,6,59,11,7,17,45,3,1,Pedestrian,9,9,0,1,1,4,2,2007,SR-39,33.70477222,-117.9892806,Anaheim-Santa Ana-Irvine MD
2226,1,6,59,11,13,19,46,2,1,Pedestrian,2,4,0,1,1,3,0,2007,SR-39,33.83479444,-117.9935222,Anaheim-Santa Ana-Irvine MD
2245,1,6,37,7,4,7,5,2,1,Bicyclist,5,4,0,1,1,4,1,2007,4TH ST,33.74804167,-117.8435278,Anaheim-Santa Ana-Irvine MD
2252,1,6,59,12,1,19,36,5,1,Pedestrian,2,2,0,1,1,7,2,2007,MACARTHUR BL,33.60665556,-117.8726444,Anaheim-Santa Ana-Irvine MD
2269,1,6,59,12,5,2,2,3,2,Pedestrian,3,6,0,1,1,4,2,2007,SR-91,33.87328333,-117.6912111,Anaheim-Santa Ana-Irvine MD
2281,1,6,59,11,26,17,50,2,1,Pedestrian,9,9,0,1,1,2,0,2007,CALLE ARAGON,33.61042778,-117.7159417,Anaheim-Santa Ana-Irvine MD
2287,1,6,59,12,9,1,58,6,1,Pedestrian,3,6,0,1,1,1,1,2007,E CHAPMAN AVE,33.78778056,-117.8103444,Anaheim-Santa Ana-Irvine MD
2300,1,6,59,12,17,1,0,2,1,Pedestrian,3,6,0,1,1,2,1,2007,I-405,33.77420556,-118.0698333,Anaheim-Santa Ana-Irvine MD
2308,1,6,59,12,27,8,34,2,1,Pedestrian,1,2,0,1,1,5,1,2007,WILSON ST,33.65618333,-117.9170833,Anaheim-Santa Ana-Irvine MD
2313,1,6,59,12,19,19,14,2,1,Pedestrian,1,4,0,1,1,4,0,2007,N BATAVIA ST,33.81515833,-117.8624528,Anaheim-Santa Ana-Irvine MD
2318,1,6,59,12,21,23,0,6,1,Pedestrian,3,5,0,1,1,6,0,2007,SR-91,33.85416667,-117.8908528,Anaheim-Santa Ana-Irvine MD
2326,1,6,59,9,24,19,21,2,1,Pedestrian,2,6,0,1,1,2,0,2007,1ST ST,33.74541389,-117.8698333,Anaheim-Santa Ana-Irvine MD
2428,1,6,59,1,11,10,21,2,1,Bicyclist,5,4,0,1,1,6,0,2008,PLACENTIA AV,33.642325,-117.9319833,Anaheim-Santa Ana-Irvine MD
2434,1,6,59,1,27,19,33,2,1,Pedestrian,2,4,0,1,1,1,0,2008,SR-39,33.70129167,-117.9890417,Anaheim-Santa Ana-Irvine MD
2442,1,6,59,1,9,18,24,2,1,Pedestrian,1,2,0,1,1,4,1,2008,GILBERT ST,33.85813333,-117.9679944,Anaheim-Santa Ana-Irvine MD
2457,1,6,59,2,11,19,2,2,1,Pedestrian,2,3,0,1,1,2,0,2008,KNOTT AVE,33.83501667,-118.0110806,Anaheim-Santa Ana-Irvine MD
2483,1,6,59,2,25,21,31,2,1,Bicyclist,2,3,0,1,1,2,0,2008,FIRST ST,33.74534444,-117.8964917,Anaheim-Santa Ana-Irvine MD
2493,1,6,59,3,2,6,2,2,1,Pedestrian,9,2,0,1,1,1,0,2008,BAKE PKWY,33.66202222,-117.6910722,Anaheim-Santa Ana-Irvine MD
2503,1,6,59,1,25,18,43,2,1,Pedestrian,5,4,0,1,1,6,0,2008,EDINGER AVE,33.72729722,-117.9042222,Anaheim-Santa Ana-Irvine MD
2505,1,6,59,1,25,19,49,2,1,Pedestrian,2,4,0,1,1,6,0,2008,SR-39,33.7411,-117.9895611,Anaheim-Santa Ana-Irvine MD
