metro,YEAR,Pedestrian,Bicyclist,latitude,longitude
Reno Metropolitan,2013,6,0,39.58528154,-119.7757555
Reno Metropolitan,2014,11,2,39.58528154,-119.7757555
Reno Metropolitan,2015,6,1,39.58528154,-119.7757555
Reno Metropolitan,2016,13,1,39.58528154,-119.7757555
Reno Metropolitan,2017,10,2,39.58528154,-119.7757555
Reno Metropolitan,2018,10,1,39.58528154,-119.7757555
Reno Metropolitan,2019,13,1,39.58528154,-119.7757555
Reno Metropolitan,2020,11,0,39.58528154,-119.7757555
Riverside-San Bernardino-Ontario Metropolitan,2001,24,3,34.03638255,-116.9387202
Riverside-San Bernardino-Ontario Metropolitan,2002,72,10,34.03638255,-116.9387202
Riverside-San Bernardino-Ontario Metropolitan,2003,55,16,34.03638255,-116.9387202
Riverside-San Bernardino-Ontario Metropolitan,2004,66,18,34.03638255,-116.9387202
Riverside-San Bernardino-Ontario Metropolitan,2005,65,21,34.03638255,-116.9387202
Riverside-San Bernardino-Ontario Metropolitan,2006,70,16,34.03638255,-116.9387202
Riverside-San Bernardino-Ontario Metropolitan,2007,60,9,34.03638255,-116.9387202
Riverside-San Bernardino-Ontario Metropolitan,2008,52,12,34.03638255,-116.9387202
Riverside-San Bernardino-Ontario Metropolitan,2009,45,7,34.03638255,-116.9387202
Riverside-San Bernardino-Ontario Metropolitan,2010,38,7,34.03638255,-116.9387202
Riverside-San Bernardino-Ontario Metropolitan,2011,54,9,34.03638255,-116.9387202
Riverside-San Bernardino-Ontario Metropolitan,2012,58,12,34.03638255,-116.9387202
Riverside-San Bernardino-Ontario Metropolitan,2013,63,13,34.03638255,-116.9387202
Riverside-San Bernardino-Ontario Metropolitan,2014,70,16,34.03638255,-116.9387202
Riverside-San Bernardino-Ontario Metropolitan,2015,73,6,34.03638255,-116.9387202
Riverside-San Bernardino-Ontario Metropolitan,2016,80,11,34.03638255,-116.9387202
Riverside-San Bernardino-Ontario Metropolitan,2017,99,11,34.03638255,-116.9387202
Riverside-San Bernardino-Ontario Metropolitan,2018,101,12,34.03638255,-116.9387202
Riverside-San Bernardino-Ontario Metropolitan,2019,97,8,34.03638255,-116.9387202
Riverside-San Bernardino-Ontario Metropolitan,2020,103,13,34.03638255,-116.9387202
Rural Nevada,2001,0,0,39.40475377,-115.7363345
Rural Nevada,2002,0,0,39.40475377,-115.7363345
Rural Nevada,2003,0,0,39.40475377,-115.7363345
Rural Nevada,2004,0,0,39.40475377,-115.7363345
Rural Nevada,2005,0,0,39.40475377,-115.7363345
Rural Nevada,2006,0,0,39.40475377,-115.7363345
Rural Nevada,2007,0,0,39.40475377,-115.7363345
Rural Nevada,2008,0,0,39.40475377,-115.7363345
Rural Nevada,2009,0,0,39.40475377,-115.7363345
Rural Nevada,2010,0,0,39.40475377,-115.7363345
Rural Nevada,2011,1,0,39.40475377,-115.7363345
Rural Nevada,2012,1,0,39.40475377,-115.7363345
Rural Nevada,2013,0,0,39.40475377,-115.7363345
Rural Nevada,2014,1,0,39.40475377,-115.7363345
Rural Nevada,2015,0,0,39.40475377,-115.7363345
Rural Nevada,2016,1,0,39.40475377,-115.7363345
Rural Nevada,2017,0,0,39.40475377,-115.7363345
Rural Nevada,2018,0,0,39.40475377,-115.7363345
Rural Nevada,2019,0,0,39.40475377,-115.7363345
Rural Nevada,2020,0,0,39.40475377,-115.7363345
Sacramento-Roseville-Arden-Arcade Metropolitan,2001,15,2,38.65161808,-121.2421203
Sacramento-Roseville-Arden-Arcade Metropolitan,2002,21,7,38.65161808,-121.2421203
Sacramento-Roseville-Arden-Arcade Metropolitan,2003,24,8,38.65161808,-121.2421203
Sacramento-Roseville-Arden-Arcade Metropolitan,2004,20,6,38.65161808,-121.2421203
Sacramento-Roseville-Arden-Arcade Metropolitan,2005,31,7,38.65161808,-121.2421203
Sacramento-Roseville-Arden-Arcade Metropolitan,2006,20,3,38.65161808,-121.2421203
Sacramento-Roseville-Arden-Arcade Metropolitan,2007,22,5,38.65161808,-121.2421203
Sacramento-Roseville-Arden-Arcade Metropolitan,2008,18,5,38.65161808,-121.2421203
Sacramento-Roseville-Arden-Arcade Metropolitan,2009,16,4,38.65161808,-121.2421203
Sacramento-Roseville-Arden-Arcade Metropolitan,2010,24,10,38.65161808,-121.2421203
Sacramento-Roseville-Arden-Arcade Metropolitan,2011,27,5,38.65161808,-121.2421203
Sacramento-Roseville-Arden-Arcade Metropolitan,2012,16,7,38.65161808,-121.2421203
Sacramento-Roseville-Arden-Arcade Metropolitan,2013,32,6,38.65161808,-121.2421203
Sacramento-Roseville-Arden-Arcade Metropolitan,2014,21,5,38.65161808,-121.2421203
Sacramento-Roseville-Arden-Arcade Metropolitan,2015,24,6,38.65161808,-121.2421203
Sacramento-Roseville-Arden-Arcade Metropolitan,2016,35,12,38.65161808,-121.2421203
Sacramento-Roseville-Arden-Arcade Metropolitan,2017,27,13,38.65161808,-121.2421203
Sacramento-Roseville-Arden-Arcade Metropolitan,2018,44,12,38.65161808,-121.2421203
Sacramento-Roseville-Arden-Arcade Metropolitan,2019,44,5,38.65161808,-121.2421203
Sacramento-Roseville-Arden-Arcade Metropolitan,2020,39,2,38.65161808,-121.2421203
Salinas Metropolitan,2001,1,0,36.66595515,-121.6186919
Salinas Metropolitan,2002,3,0,36.66595515,-121.6186919
Salinas Metropolitan,2003,7,1,36.66595515,-121.6186919
Salinas Metropolitan,2004,5,0,36.66595515,-121.6186919
Salinas Metropolitan,2005,4,1,36.66595515,-121.6186919
Salinas Metropolitan,2006,7,1,36.66595515,-121.6186919
Salinas Metropolitan,2007,4,0,36.66595515,-121.6186919
Salinas Metropolitan,2008,3,0,36.66595515,-121.6186919
Salinas Metropolitan,2009,3,0,36.66595515,-121.6186919
Salinas Metropolitan,2010,3,0,36.66595515,-121.6186919
Salinas Metropolitan,2011,3,2,36.66595515,-121.6186919
Salinas Metropolitan,2012,1,0,36.66595515,-121.6186919
Salinas Metropolitan,2013,6,1,36.66595515,-121.6186919
Salinas Metropolitan,2014,6,1,36.66595515,-121.6186919
Salinas Metropolitan,2015,6,2,36.66595515,-121.6186919
Salinas Metropolitan,2016,7,0,36.66595515,-121.6186919
Salinas Metropolitan,2017,11,0,36.66595515,-121.6186919
Salinas Metropolitan,2018,6,0,36.66595515,-121.6186919
Salinas Metropolitan,2019,4,0,36.66595515,-121.6186919
Salinas Metropolitan,2020,7,0,36.66595515,-121.6186919
San Diego-Carlsbad Metropolitan,2001,36,4,32.94014428,-117.0598131
San Diego-Carlsbad Metropolitan,2002,61,10,32.94014428,-117.0598131
San Diego-Carlsbad Metropolitan,2003,50,4,32.94014428,-117.0598131
San Diego-Carlsbad Metropolitan,2004,48,8,32.94014428,-117.0598131
San Diego-Carlsbad Metropolitan,2005,50,7,32.94014428,-117.0598131
San Diego-Carlsbad Metropolitan,2006,49,5,32.94014428,-117.0598131
San Diego-Carlsbad Metropolitan,2007,42,6,32.94014428,-117.0598131
San Diego-Carlsbad Metropolitan,2008,47,4,32.94014428,-117.0598131
San Diego-Carlsbad Metropolitan,2009,43,8,32.94014428,-117.0598131
San Diego-Carlsbad Metropolitan,2010,44,6,32.94014428,-117.0598131
San Diego-Carlsbad Metropolitan,2011,37,9,32.94014428,-117.0598131
San Diego-Carlsbad Metropolitan,2012,48,7,32.94014428,-117.0598131
San Diego-Carlsbad Metropolitan,2013,48,5,32.94014428,-117.0598131
San Diego-Carlsbad Metropolitan,2014,62,10,32.94014428,-117.0598131
San Diego-Carlsbad Metropolitan,2015,69,5,32.94014428,-117.0598131
San Diego-Carlsbad Metropolitan,2016,60,4,32.94014428,-117.0598131
San Diego-Carlsbad Metropolitan,2017,64,2,32.94014428,-117.0598131
San Diego-Carlsbad Metropolitan,2018,75,7,32.94014428,-117.0598131
San Diego-Carlsbad Metropolitan,2019,65,7,32.94014428,-117.0598131
San Diego-Carlsbad Metropolitan,2020,67,5,32.94014428,-117.0598131
San Francisco-Redwood City-South San Francisco MD,2001,6,1,37.56308168,-122.3251014
San Francisco-Redwood City-South San Francisco MD,2002,19,2,37.56308168,-122.3251014
San Francisco-Redwood City-South San Francisco MD,2003,24,2,37.56308168,-122.3251014
San Francisco-Redwood City-South San Francisco MD,2004,20,1,37.56308168,-122.3251014
San Francisco-Redwood City-South San Francisco MD,2005,20,2,37.56308168,-122.3251014
San Francisco-Redwood City-South San Francisco MD,2006,19,1,37.56308168,-122.3251014
San Francisco-Redwood City-South San Francisco MD,2007,24,1,37.56308168,-122.3251014
San Francisco-Redwood City-South San Francisco MD,2008,14,2,37.56308168,-122.3251014
San Francisco-Redwood City-South San Francisco MD,2009,24,3,37.56308168,-122.3251014
San Francisco-Redwood City-South San Francisco MD,2010,14,3,37.56308168,-122.3251014
San Francisco-Redwood City-South San Francisco MD,2011,21,2,37.56308168,-122.3251014
San Francisco-Redwood City-South San Francisco MD,2012,15,2,37.56308168,-122.3251014
San Francisco-Redwood City-South San Francisco MD,2013,23,4,37.56308168,-122.3251014
San Francisco-Redwood City-South San Francisco MD,2014,17,3,37.56308168,-122.3251014
San Francisco-Redwood City-South San Francisco MD,2015,27,3,37.56308168,-122.3251014
San Francisco-Redwood City-South San Francisco MD,2016,19,5,37.56308168,-122.3251014
San Francisco-Redwood City-South San Francisco MD,2017,21,3,37.56308168,-122.3251014
San Francisco-Redwood City-South San Francisco MD,2018,19,3,37.56308168,-122.3251014
San Francisco-Redwood City-South San Francisco MD,2019,22,1,37.56308168,-122.3251014
San Francisco-Redwood City-South San Francisco MD,2020,16,1,37.56308168,-122.3251014
San Jose Metropolitan,2001,13,6,37.32361329,-121.9293248
San Jose Metropolitan,2002,31,4,37.32361329,-121.9293248
San Jose Metropolitan,2003,16,1,37.32361329,-121.9293248
San Jose Metropolitan,2004,19,4,37.32361329,-121.9293248
San Jose Metropolitan,2005,29,4,37.32361329,-121.9293248
San Jose Metropolitan,2006,22,1,37.32361329,-121.9293248
San Jose Metropolitan,2007,18,3,37.32361329,-121.9293248
San Jose Metropolitan,2008,19,5,37.32361329,-121.9293248
San Jose Metropolitan,2009,18,3,37.32361329,-121.9293248
San Jose Metropolitan,2010,16,3,37.32361329,-121.9293248
San Jose Metropolitan,2011,26,3,37.32361329,-121.9293248
San Jose Metropolitan,2012,18,3,37.32361329,-121.9293248
San Jose Metropolitan,2013,25,5,37.32361329,-121.9293248
San Jose Metropolitan,2014,27,4,37.32361329,-121.9293248
San Jose Metropolitan,2015,31,11,37.32361329,-121.9293248
San Jose Metropolitan,2016,24,5,37.32361329,-121.9293248
San Jose Metropolitan,2017,25,5,37.32361329,-121.9293248
San Jose Metropolitan,2018,29,7,37.32361329,-121.9293248
San Jose Metropolitan,2019,40,6,37.32361329,-121.9293248
San Jose Metropolitan,2020,28,6,35.4248893,-120.6623636
San Luis Obispo-Paso Robles-Arroyo Grande Metropolitan,2001,1,0,35.4248893,-120.6623636
San Luis Obispo-Paso Robles-Arroyo Grande Metropolitan,2002,1,0,35.4248893,-120.6623636
San Luis Obispo-Paso Robles-Arroyo Grande Metropolitan,2003,0,0,35.4248893,-120.6623636
San Luis Obispo-Paso Robles-Arroyo Grande Metropolitan,2004,4,1,35.4248893,-120.6623636
San Luis Obispo-Paso Robles-Arroyo Grande Metropolitan,2005,1,0,35.4248893,-120.6623636
San Luis Obispo-Paso Robles-Arroyo Grande Metropolitan,2006,3,1,35.4248893,-120.6623636
San Luis Obispo-Paso Robles-Arroyo Grande Metropolitan,2007,1,0,35.4248893,-120.6623636
San Luis Obispo-Paso Robles-Arroyo Grande Metropolitan,2008,0,0,35.4248893,-120.6623636
San Luis Obispo-Paso Robles-Arroyo Grande Metropolitan,2009,2,0,35.4248893,-120.6623636
San Luis Obispo-Paso Robles-Arroyo Grande Metropolitan,2010,3,0,35.4248893,-120.6623636
San Luis Obispo-Paso Robles-Arroyo Grande Metropolitan,2011,1,1,35.4248893,-120.6623636
San Luis Obispo-Paso Robles-Arroyo Grande Metropolitan,2012,1,0,35.4248893,-120.6623636
San Luis Obispo-Paso Robles-Arroyo Grande Metropolitan,2013,0,0,35.4248893,-120.6623636
San Luis Obispo-Paso Robles-Arroyo Grande Metropolitan,2014,1,0,35.4248893,-120.6623636
San Luis Obispo-Paso Robles-Arroyo Grande Metropolitan,2015,1,0,35.4248893,-120.6623636
San Luis Obispo-Paso Robles-Arroyo Grande Metropolitan,2016,1,0,35.4248893,-120.6623636
San Luis Obispo-Paso Robles-Arroyo Grande Metropolitan,2017,0,1,35.4248893,-120.6623636
San Luis Obispo-Paso Robles-Arroyo Grande Metropolitan,2018,4,0,35.4248893,-120.6623636
San Luis Obispo-Paso Robles-Arroyo Grande Metropolitan,2019,6,0,35.4248893,-120.6623636
San Luis Obispo-Paso Robles-Arroyo Grande Metropolitan,2020,3,1,35.4248893,-120.6623636
San Rafael MD,2001,1,0,38.02948763,-122.5474463
San Rafael MD,2002,2,0,38.02948763,-122.5474463
San Rafael MD,2003,0,1,38.02948763,-122.5474463
San Rafael MD,2004,0,0,38.02948763,-122.5474463
San Rafael MD,2005,3,0,38.02948763,-122.5474463
San Rafael MD,2006,1,0,38.02948763,-122.5474463
San Rafael MD,2007,2,0,38.02948763,-122.5474463
San Rafael MD,2008,1,0,38.02948763,-122.5474463
San Rafael MD,2009,1,0,38.02948763,-122.5474463
San Rafael MD,2010,0,0,38.02948763,-122.5474463
San Rafael MD,2011,1,0,38.02948763,-122.5474463
San Rafael MD,2012,2,1,38.02948763,-122.5474463
San Rafael MD,2013,3,0,38.02948763,-122.5474463
San Rafael MD,2014,1,0,38.02948763,-122.5474463
San Rafael MD,2015,0,0,38.02948763,-122.5474463
San Rafael MD,2016,3,1,38.02948763,-122.5474463
San Rafael MD,2017,1,0,38.02948763,-122.5474463
San Rafael MD,2018,4,0,38.02948763,-122.5474463
San Rafael MD,2019,2,1,38.02948763,-122.5474463
San Rafael MD,2020,1,0,38.02948763,-122.5474463
Santa Cruz-Watsonville Metropolitan,2001,3,0,36.99894138,-121.8426034
Santa Cruz-Watsonville Metropolitan,2002,4,0,36.99894138,-121.8426034
Santa Cruz-Watsonville Metropolitan,2003,6,0,36.99894138,-121.8426034
Santa Cruz-Watsonville Metropolitan,2004,3,0,36.99894138,-121.8426034
Santa Cruz-Watsonville Metropolitan,2005,2,0,36.99894138,-121.8426034
Santa Cruz-Watsonville Metropolitan,2006,5,0,36.99894138,-121.8426034
Santa Cruz-Watsonville Metropolitan,2007,2,0,36.99894138,-121.8426034
Santa Cruz-Watsonville Metropolitan,2008,3,1,36.99894138,-121.8426034
Santa Cruz-Watsonville Metropolitan,2009,4,2,36.99894138,-121.8426034
Santa Cruz-Watsonville Metropolitan,2010,4,0,36.99894138,-121.8426034
Santa Cruz-Watsonville Metropolitan,2011,1,0,36.99894138,-121.8426034
Santa Cruz-Watsonville Metropolitan,2012,1,0,36.99894138,-121.8426034
Santa Cruz-Watsonville Metropolitan,2013,1,1,36.99894138,-121.8426034
Santa Cruz-Watsonville Metropolitan,2014,2,1,36.99894138,-121.8426034
Santa Cruz-Watsonville Metropolitan,2015,4,0,36.99894138,-121.8426034
Santa Cruz-Watsonville Metropolitan,2016,8,0,36.99894138,-121.8426034
Santa Cruz-Watsonville Metropolitan,2017,3,1,36.99894138,-121.8426034
Santa Cruz-Watsonville Metropolitan,2018,9,0,36.99894138,-121.8426034
Santa Cruz-Watsonville Metropolitan,2019,3,1,36.99894138,-121.8426034
Santa Cruz-Watsonville Metropolitan,2020,8,0,36.99894138,-121.8426034
Santa Maria-Santa Barbara Metropolitan,2001,2,2,34.66342627,-120.2015004
Santa Maria-Santa Barbara Metropolitan,2002,2,0,34.66342627,-120.2015004
Santa Maria-Santa Barbara Metropolitan,2003,5,0,34.66342627,-120.2015004
Santa Maria-Santa Barbara Metropolitan,2004,3,0,34.66342627,-120.2015004
Santa Maria-Santa Barbara Metropolitan,2005,12,2,34.66342627,-120.2015004
Santa Maria-Santa Barbara Metropolitan,2006,1,3,34.66342627,-120.2015004
Santa Maria-Santa Barbara Metropolitan,2007,7,2,34.66342627,-120.2015004
Santa Maria-Santa Barbara Metropolitan,2008,2,1,34.66342627,-120.2015004
Santa Maria-Santa Barbara Metropolitan,2009,2,0,34.66342627,-120.2015004
Santa Maria-Santa Barbara Metropolitan,2010,6,0,34.66342627,-120.2015004
Santa Maria-Santa Barbara Metropolitan,2011,6,0,34.66342627,-120.2015004
Santa Maria-Santa Barbara Metropolitan,2012,5,3,34.66342627,-120.2015004
Santa Maria-Santa Barbara Metropolitan,2013,7,1,34.66342627,-120.2015004
Santa Maria-Santa Barbara Metropolitan,2014,1,0,34.66342627,-120.2015004
Santa Maria-Santa Barbara Metropolitan,2015,5,0,34.66342627,-120.2015004
Santa Maria-Santa Barbara Metropolitan,2016,1,2,34.66342627,-120.2015004
Santa Maria-Santa Barbara Metropolitan,2017,1,1,34.66342627,-120.2015004
Santa Maria-Santa Barbara Metropolitan,2018,7,1,34.66342627,-120.2015004
Santa Maria-Santa Barbara Metropolitan,2019,5,0,34.66342627,-120.2015004
Santa Maria-Santa Barbara Metropolitan,2020,2,2,34.66342627,-120.2015004
Santa Rosa Metropolitan,2001,3,1,38.43670778,-122.7310077
Santa Rosa Metropolitan,2002,3,2,38.43670778,-122.7310077
Santa Rosa Metropolitan,2003,3,1,38.43670778,-122.7310077
Santa Rosa Metropolitan,2004,2,1,38.43670778,-122.7310077
Santa Rosa Metropolitan,2005,4,1,38.43670778,-122.7310077
Santa Rosa Metropolitan,2006,5,1,38.43670778,-122.7310077
Santa Rosa Metropolitan,2007,2,1,38.43670778,-122.7310077
Santa Rosa Metropolitan,2008,3,2,38.43670778,-122.7310077
Santa Rosa Metropolitan,2009,5,0,38.43670778,-122.7310077
Santa Rosa Metropolitan,2010,5,0,38.43670778,-122.7310077
Santa Rosa Metropolitan,2011,8,1,38.43670778,-122.7310077
Santa Rosa Metropolitan,2012,4,1,38.43670778,-122.7310077
Santa Rosa Metropolitan,2013,5,1,38.43670778,-122.7310077
Santa Rosa Metropolitan,2014,4,0,38.43670778,-122.7310077
Santa Rosa Metropolitan,2015,5,0,38.43670778,-122.7310077
Santa Rosa Metropolitan,2016,7,0,38.43670778,-122.7310077
Santa Rosa Metropolitan,2017,4,0,38.43670778,-122.7310077
Santa Rosa Metropolitan,2018,4,1,38.43670778,-122.7310077
Santa Rosa Metropolitan,2019,4,0,38.43670778,-122.7310077
Santa Rosa Metropolitan,2020,3,0,38.43670778,-122.7310077
Stockton-Lodi Metropolitan,2001,4,0,37.90903912,-121.3186337
Stockton-Lodi Metropolitan,2002,8,2,37.90903912,-121.3186337
Stockton-Lodi Metropolitan,2003,6,1,37.90903912,-121.3186337
Stockton-Lodi Metropolitan,2004,9,3,37.90903912,-121.3186337
Stockton-Lodi Metropolitan,2005,14,1,37.90903912,-121.3186337
Stockton-Lodi Metropolitan,2006,8,0,37.90903912,-121.3186337
Stockton-Lodi Metropolitan,2007,7,2,37.90903912,-121.3186337
Stockton-Lodi Metropolitan,2008,12,1,37.90903912,-121.3186337
Stockton-Lodi Metropolitan,2009,3,1,37.90903912,-121.3186337
Stockton-Lodi Metropolitan,2010,12,4,37.90903912,-121.3186337
Stockton-Lodi Metropolitan,2011,7,2,37.90903912,-121.3186337
Stockton-Lodi Metropolitan,2012,3,2,37.90903912,-121.3186337
Stockton-Lodi Metropolitan,2013,10,3,37.90903912,-121.3186337
Stockton-Lodi Metropolitan,2014,6,0,37.90903912,-121.3186337
Stockton-Lodi Metropolitan,2015,13,2,37.90903912,-121.3186337
Stockton-Lodi Metropolitan,2016,10,4,37.90903912,-121.3186337
Stockton-Lodi Metropolitan,2017,18,5,37.90903912,-121.3186337
Stockton-Lodi Metropolitan,2018,18,9,37.90903912,-121.3186337
Stockton-Lodi Metropolitan,2019,22,7,37.90903912,-121.3186337
Stockton-Lodi Metropolitan,2020,12,6,37.90903912,-121.3186337
Vallejo-Fairfield Metropolitan,2001,3,0,38.26120101,-122.0241608
Vallejo-Fairfield Metropolitan,2002,3,0,38.26120101,-122.0241608
Vallejo-Fairfield Metropolitan,2003,3,0,38.26120101,-122.0241608
Vallejo-Fairfield Metropolitan,2004,3,1,38.26120101,-122.0241608
Vallejo-Fairfield Metropolitan,2005,3,0,38.26120101,-122.0241608
Vallejo-Fairfield Metropolitan,2006,3,0,38.26120101,-122.0241608
Vallejo-Fairfield Metropolitan,2007,4,0,38.26120101,-122.0241608
Vallejo-Fairfield Metropolitan,2008,4,0,38.26120101,-122.0241608
Vallejo-Fairfield Metropolitan,2009,6,0,38.26120101,-122.0241608
Vallejo-Fairfield Metropolitan,2010,5,1,38.26120101,-122.0241608
Vallejo-Fairfield Metropolitan,2011,1,0,38.26120101,-122.0241608
Vallejo-Fairfield Metropolitan,2012,5,0,38.26120101,-122.0241608
Vallejo-Fairfield Metropolitan,2013,4,1,38.26120101,-122.0241608
Vallejo-Fairfield Metropolitan,2014,6,1,38.26120101,-122.0241608
Vallejo-Fairfield Metropolitan,2015,11,3,38.26120101,-122.0241608
Vallejo-Fairfield Metropolitan,2016,7,1,38.26120101,-122.0241608
Vallejo-Fairfield Metropolitan,2017,3,1,38.26120101,-122.0241608
Vallejo-Fairfield Metropolitan,2018,14,0,38.26120101,-122.0241608
Vallejo-Fairfield Metropolitan,2019,8,2,38.26120101,-122.0241608
Vallejo-Fairfield Metropolitan,2020,8,1,38.26120101,-122.0241608
Visalia-Porterville Metropolitan,2001,3,0,36.30313296,-119.140647
Visalia-Porterville Metropolitan,2002,6,0,36.30313296,-119.140647
Visalia-Porterville Metropolitan,2003,5,1,36.30313296,-119.140647
Visalia-Porterville Metropolitan,2004,6,1,36.30313296,-119.140647
Visalia-Porterville Metropolitan,2005,4,1,36.30313296,-119.140647
Visalia-Porterville Metropolitan,2006,7,1,36.30313296,-119.140647
Visalia-Porterville Metropolitan,2007,6,3,36.30313296,-119.140647
Visalia-Porterville Metropolitan,2008,6,0,36.30313296,-119.140647
Visalia-Porterville Metropolitan,2009,5,2,36.30313296,-119.140647
Visalia-Porterville Metropolitan,2010,5,1,36.30313296,-119.140647
Visalia-Porterville Metropolitan,2011,4,1,36.30313296,-119.140647
Visalia-Porterville Metropolitan,2012,9,0,36.30313296,-119.140647
Visalia-Porterville Metropolitan,2013,6,0,36.30313296,-119.140647
Visalia-Porterville Metropolitan,2014,7,2,36.30313296,-119.140647
Visalia-Porterville Metropolitan,2015,9,2,36.30313296,-119.140647
Visalia-Porterville Metropolitan,2016,6,6,36.30313296,-119.140647
Visalia-Porterville Metropolitan,2017,16,3,36.30313296,-119.140647
Visalia-Porterville Metropolitan,2018,5,2,36.30313296,-119.140647
Visalia-Porterville Metropolitan,2019,10,2,36.30313296,-119.140647
Visalia-Porterville Metropolitan,2020,6,2,36.30313296,-119.140647
Winnemucca Micropolitan,2001,0,0,40.96453099,-117.7247075
Winnemucca Micropolitan,2002,0,0,40.96453099,-117.7247075
Winnemucca Micropolitan,2003,0,0,40.96453099,-117.7247075
Winnemucca Micropolitan,2004,0,0,40.96453099,-117.7247075
Winnemucca Micropolitan,2005,0,0,40.96453099,-117.7247075
Winnemucca Micropolitan,2006,0,0,40.96453099,-117.7247075
Winnemucca Micropolitan,2007,0,0,40.96453099,-117.7247075
Winnemucca Micropolitan,2008,0,0,40.96453099,-117.7247075
Winnemucca Micropolitan,2009,0,0,40.96453099,-117.7247075
Winnemucca Micropolitan,2010,0,0,40.96453099,-117.7247075
Winnemucca Micropolitan,2011,0,0,40.96453099,-117.7247075
Winnemucca Micropolitan,2012,0,0,40.96453099,-117.7247075
Winnemucca Micropolitan,2013,0,0,40.96453099,-117.7247075
Winnemucca Micropolitan,2014,1,0,40.96453099,-117.7247075
Winnemucca Micropolitan,2015,0,0,40.96453099,-117.7247075
Winnemucca Micropolitan,2016,0,0,40.96453099,-117.7247075
Winnemucca Micropolitan,2017,0,0,40.96453099,-117.7247075
Winnemucca Micropolitan,2018,0,0,40.96453099,-117.7247075
Winnemucca Micropolitan,2019,0,0,40.96453099,-117.7247075
Winnemucca Micropolitan,2020,0,0,40.96453099,-117.7247075
Yuba City Metropolitan,2001,0,1,39.1925958,-121.5342717
Yuba City Metropolitan,2002,1,0,39.1925958,-121.5342717
Yuba City Metropolitan,2003,2,1,39.1925958,-121.5342717
Yuba City Metropolitan,2004,0,0,39.1925958,-121.5342717
Yuba City Metropolitan,2005,1,1,39.1925958,-121.5342717
Yuba City Metropolitan,2006,0,3,39.1925958,-121.5342717
Yuba City Metropolitan,2007,2,0,39.1925958,-121.5342717
Yuba City Metropolitan,2008,1,0,39.1925958,-121.5342717
Yuba City Metropolitan,2009,1,1,39.1925958,-121.5342717
Yuba City Metropolitan,2010,2,1,39.1925958,-121.5342717
Yuba City Metropolitan,2011,2,0,39.1925958,-121.5342717
Yuba City Metropolitan,2012,4,2,39.1925958,-121.5342717
Yuba City Metropolitan,2013,3,1,39.1925958,-121.5342717
Yuba City Metropolitan,2014,3,0,39.1925958,-121.5342717
Yuba City Metropolitan,2015,1,0,39.1925958,-121.5342717
Yuba City Metropolitan,2016,1,0,39.1925958,-121.5342717
Yuba City Metropolitan,2017,4,1,39.1925958,-121.5342717
Yuba City Metropolitan,2018,3,2,39.1925958,-121.5342717
Yuba City Metropolitan,2019,2,0,39.1925958,-121.5342717
Yuba City Metropolitan,2020,3,0,,
